year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2020,53,j) 21 to 25,17208,22982,173285,175805,892,3.806,1805,7.701,16216,3699,12517,2.104,9.224,20942,8366,12576,4.759,11.912,-4726,-2.688,18.448,1087,1100,3338
2020,53,k) 26+,32826,68315,545646,547193,2242,3.237,4142,5.980,56879,21569,35310,3.942,10.395,60046,20462,39584,3.739,10.973,-3167,-0.579,20.789,1889,1946,7520
2020,53,l) Left Censored,12038,49474,496763,499831,2018,4.046,2813,5.640,53678,9369,44309,1.874,10.739,59796,20584,39212,4.118,11.963,-6118,-1.224,21.478,582,718,2814
2020,54,a) 0,65686,66188,202851,101426,66188,200.000,X,X,202851,202851,X,200.000,200.000,X,X,X,X,X,202851,200.000,X,X,X,X
2020,54,b) 1,49287,49618,207186,207539,84,0.147,14814,25.997,51311,1266,50045,0.610,24.724,49926,34048,15878,16.406,24.056,1385,0.667,48.112,10483,10484,26049
2020,54,c) 2,40879,41142,201992,199678,2193,4.980,7973,18.107,46556,6243,40313,3.127,23.316,41423,24116,17307,12.077,20.745,5133,2.571,41.490,5701,5711,19045
2020,54,d) 3,36621,37087,216218,211315,1994,5.088,6206,15.834,46877,5534,41343,2.619,22.183,36657,19157,17500,9.066,17.347,10220,4.836,34.694,4374,4382,15211
2020,54,e) 4,34001,34595,196281,194678,1855,5.121,5112,14.112,38170,5587,32583,2.870,19.607,34568,16381,18187,8.414,17.757,3602,1.850,35.513,3577,3588,12560
2020,54,f) 5,30330,30925,211509,207076,1614,5.010,4193,13.016,40784,5739,35045,2.771,19.695,31788,13789,17999,6.659,15.351,8996,4.344,30.702,2864,2870,10273
2020,54,g) 6 to 10,116252,120582,1007613,1001048,6035,4.846,13933,11.188,155401,27980,127421,2.795,15.524,141117,62071,79046,6.201,14.097,14284,1.427,28.194,9454,9586,43448
2020,54,h) 11 to 15,92105,95742,861763,865091,3915,3.978,9256,9.405,105019,18645,86374,2.155,12.140,111211,40998,70213,4.739,12.855,-6192,-0.716,24.279,6275,6341,30932
2020,54,i) 16 to 20,68216,74446,845116,850368,2667,3.495,6379,8.360,85573,15933,69640,1.874,10.063,95601,33857,61744,3.981,11.242,-10028,-1.179,20.126,4340,4420,23294
2020,54,j) 21 to 25,53072,63529,834661,841708,2016,3.100,5012,7.708,104875,33825,71050,4.019,12.460,118467,31289,87178,3.717,14.075,-13592,-1.615,24.920,3392,3457,16950
2020,54,k) 26+,91026,113445,1988702,1981372,3785,3.270,8414,7.269,225676,76883,148793,3.880,11.390,210642,61229,149413,3.090,10.631,15034,0.759,21.262,5814,5903,25581
2020,54,l) Left Censored,22362,76768,2712792,2703759,3123,4.040,4197,5.429,263791,53895,209896,1.993,9.756,249346,85163,164183,3.150,9.222,14445,0.534,18.444,1101,1148,7312
2020,55,a) 0,630,635,6876,3438,635,200.000,X,X,6876,6876,X,200.000,200.000,X,X,X,X,X,6876,200.000,X,X,X,X
2020,55,b) 1,301,308,4507,4539,12,3.424,97,27.675,1411,274,1137,6.037,31.086,1410,827,583,18.220,31.064,1,0.022,62.128,79,79,704
2020,55,c) 2,324,328,5224,5219,21,6.000,65,18.571,1473,757,716,14.505,28.224,1354,611,743,11.707,25.944,119,2.280,51.887,52,52,518
2020,55,d) 3,362,371,6418,6573,25,6.536,48,12.549,1734,670,1064,10.193,26.381,2103,594,1509,9.037,31.995,-369,-5.614,52.761,38,38,420
2020,55,e) 4,300,312,8178,8039,18,5.581,39,12.093,1579,322,1257,4.006,19.643,1269,215,1054,2.675,15.787,310,3.856,31.573,30,30,136
2020,55,f) 5,312,327,8204,8574,21,6.316,32,9.624,1684,1046,638,12.200,19.642,2493,219,2274,2.554,29.078,-809,-9.436,39.284,25,27,135
2020,55,g) 6 to 10,1631,1784,69471,69155,76,4.192,134,7.391,13747,2759,10988,3.990,19.879,12741,3204,9537,4.633,18.424,1006,1.455,36.848,61,64,457
2020,55,h) 11 to 15,1597,1764,86473,84182,78,4.337,147,8.173,16857,3189,13668,3.788,20.025,12449,3501,8948,4.159,14.788,4408,5.236,29.577,66,70,888
2020,55,i) 16 to 20,1771,2106,118941,117422,96,4.533,120,5.666,16001,3046,12955,2.594,13.627,13032,2525,10507,2.150,11.098,2969,2.528,22.197,49,50,597
2020,55,j) 21 to 25,1895,2639,219054,203364,327,12.608,236,9.100,55802,40538,15264,19.934,27.440,22930,8960,13970,4.406,11.275,32872,16.164,22.551,53,55,729
2020,55,k) 26+,6600,9898,706377,702785,288,2.865,596,5.929,90288,19946,70342,2.838,12.847,83557,26536,57021,3.776,11.889,6731,0.958,23.779,104,105,4430
2020,55,l) Left Censored,9305,30462,2292688,2297494,1182,3.841,1811,5.884,253942,40717,213225,1.772,11.053,264238,66331,197907,2.887,11.501,-10296,-0.448,22.106,109,141,3832
2020,56,a) 0,28205,28413,180314,90157,28413,200.000,X,X,180314,180314,X,200.000,200.000,X,X,X,X,X,180314,200.000,X,X,X,X
2020,56,b) 1,20373,20519,176744,171815,36,0.149,7353,30.413,57670,868,56802,0.505,33.565,47272,24911,22361,14.499,27.513,10398,6.052,55.027,5146,5147,18655
2020,56,c) 2,17703,18134,232148,230688,1066,5.476,3733,19.176,60416,7663,52753,3.322,26.190,57923,27669,30254,11.994,25.109,2493,1.081,50.218,2692,2699,23134
2020,56,d) 3,15981,16140,229882,225986,926,5.443,2670,15.695,49763,7690,42073,3.403,22.020,42400,16347,26053,7.234,18.762,7363,3.258,37.525,1889,1893,12666
2020,56,e) 4,14691,14859,236691,235030,807,5.189,2196,14.119,50560,9691,40869,4.123,21.512,46879,17315,29564,7.367,19.946,3681,1.566,39.892,1572,1577,13050
2020,56,f) 5,12577,12837,231885,234848,613,4.562,1814,13.500,38653,5867,32786,2.498,16.459,44364,17683,26681,7.530,18.891,-5711,-2.432,32.917,1291,1295,14689
2020,56,g) 6 to 10,48794,53684,1282455,1287853,5183,9.588,5928,10.966,201250,53979,147271,4.191,15.627,214131,61252,152879,4.756,16.627,-12881,-1.000,31.254,4071,4083,41057
2020,56,h) 11 to 15,41466,43936,1078026,1088195,1790,3.965,4211,9.327,126604,17951,108653,1.650,11.634,146686,36249,110437,3.331,13.480,-20082,-1.845,23.269,2827,2847,25587
2020,56,i) 16 to 20,30262,33524,1095021,1122833,1118,3.246,2949,8.563,119344,13446,105898,1.198,10.629,175257,45630,129627,4.064,15.608,-55913,-4.980,21.258,1855,1891,26320
2020,56,j) 21 to 25,23450,28508,1163792,1178243,1281,4.413,2323,8.002,164870,24635,140235,2.091,13.993,195283,71170,124113,6.040,16.574,-30413,-2.581,27.986,1355,1376,15482
2020,56,k) 26+,37071,58932,3406633,3470034,2077,3.460,4262,7.100,448337,176522,271815,5.087,12.920,575379,96398,478981,2.778,16.581,-127042,-3.661,25.840,2217,2260,22012
2020,56,l) Left Censored,8077,42339,2337234,2358580,2875,6.789,2890,6.825,302060,117241,184819,4.971,12.807,353538,110806,242732,4.698,14.989,-51478,-2.183,25.614,365,376,3442
2020,61,a) 0,7683,7771,41431,20716,7771,200.000,X,X,41431,41431,X,200.000,200.000,X,X,X,X,X,41431,200.000,X,X,X,X
2020,61,b) 1,5987,6066,58845,55795,12,0.177,1423,21.015,14573,125,14448,0.224,26.119,8499,4521,3978,8.103,15.233,6074,10.886,30.465,1010,1011,3252
2020,61,c) 2,5230,5343,46980,46377,224,3.965,836,14.799,8494,753,7741,1.624,18.315,7287,3503,3784,7.553,15.713,1207,2.603,31.425,627,627,2727
2020,61,d) 3,4615,4718,45458,45918,163,3.267,705,14.131,6769,577,6192,1.257,14.742,7756,2852,4904,6.211,16.891,-987,-2.150,29.483,518,520,2338
2020,61,e) 4,4365,4503,54120,52517,148,3.126,611,12.905,10017,608,9409,1.158,19.074,6765,2699,4066,5.139,12.882,3252,6.192,25.763,450,456,2123
2020,61,f) 5,3792,3988,45701,45777,138,3.329,452,10.905,6520,815,5705,1.780,14.243,6661,2659,4002,5.809,14.551,-141,-0.308,28.486,340,341,2217
2020,61,g) 6 to 10,14926,15870,254258,255185,551,3.354,1671,10.170,29773,3207,26566,1.257,11.667,31521,10488,21033,4.110,12.352,-1748,-0.685,23.334,1173,1182,7936
2020,61,h) 11 to 15,10405,11817,246348,248219,304,2.506,933,7.691,21431,2024,19407,0.815,8.634,25244,7464,17780,3.007,10.170,-3813,-1.536,17.268,602,602,5119
2020,61,i) 16 to 20,7276,8189,257087,255935,235,2.810,581,6.948,22355,4509,17846,1.762,8.735,20245,4834,15411,1.889,7.910,2110,0.824,15.820,391,397,3097
2020,61,j) 21 to 25,5487,6437,182547,183311,219,3.355,401,6.143,12826,1691,11135,0.922,6.997,14471,3059,11412,1.669,7.894,-1645,-0.897,13.994,268,272,2051
2020,61,k) 26+,8900,11191,447557,448849,217,1.908,586,5.151,25134,3397,21737,0.757,5.600,27708,4785,22923,1.066,6.173,-2574,-0.573,11.199,350,360,2692
2020,61,l) Left Censored,8844,13409,2075828,2091949,543,4.056,497,3.713,78820,17307,61513,0.827,3.768,111055,12916,98139,0.617,5.309,-32235,-1.541,7.536,171,201,5656
2020,62,a) 0,45797,46742,295111,147556,46742,200.000,X,X,295111,295111,X,200.000,200.000,X,X,X,X,X,295111,200.000,X,X,X,X
2020,62,b) 1,36183,36922,329536,309609,234,0.577,7503,18.500,93502,3879,89623,1.253,30.200,52742,30624,22118,9.891,17.035,40760,13.165,34.070,5210,5212,22163
2020,62,c) 2,31321,32273,375153,364110,1376,4.061,4591,13.551,77347,11486,65861,3.155,21.243,54654,27648,27006,7.593,15.010,22693,6.232,30.021,3382,3389,21436
2020,62,d) 3,28377,29631,346261,338328,1111,3.600,3570,11.568,64014,9426,54588,2.786,18.921,48201,22133,26068,6.542,14.247,15813,4.674,28.494,2590,2612,17967
2020,62,e) 4,26181,27744,345852,339563,1253,4.382,2959,10.347,60264,16366,43898,4.820,17.748,47638,20610,27028,6.070,14.029,12626,3.718,28.058,2162,2171,16576
2020,62,f) 5,23113,24825,315186,314443,1099,4.290,2690,10.499,44906,8125,36781,2.584,14.281,43652,18002,25650,5.725,13.882,1254,0.399,27.765,1741,1769,13931
2020,62,g) 6 to 10,94603,105105,1568789,1569391,3870,3.597,8844,8.220,192846,38608,154238,2.460,12.288,193608,72550,121058,4.623,12.337,-762,-0.049,24.576,6213,6296,53210
2020,62,h) 11 to 15,83628,94245,1440792,1450989,2607,2.710,6503,6.760,143095,29835,113260,2.056,9.862,163436,52559,110877,3.622,11.264,-20341,-1.402,19.724,4513,4667,39114
2020,62,i) 16 to 20,63858,77559,1325021,1340728,2061,2.609,4913,6.220,114142,26581,87561,1.983,8.513,145364,40663,104701,3.033,10.842,-31222,-2.329,17.027,3457,3566,31436
2020,62,j) 21 to 25,43672,61943,1268352,1279501,1611,2.552,3999,6.334,107515,22570,84945,1.764,8.403,129443,43709,85734,3.416,10.117,-21928,-1.714,16.806,2442,2592,21913
2020,62,k) 26+,98043,179732,5301761,5312498,6886,3.777,12025,6.596,405053,93975,311078,1.769,7.625,426681,130353,296328,2.454,8.032,-21628,-0.407,15.249,6666,6943,48717
2020,62,l) Left Censored,32250,150557,8292998,8261461,6596,4.365,7691,5.090,598759,151886,446873,1.838,7.248,533316,125646,407670,1.521,6.455,65443,0.792,12.911,1769,2056,24604
2020,71,a) 0,11877,11990,75310,37655,11990,200.000,X,X,75310,75310,X,200.000,200.000,X,X,X,X,X,75310,200.000,X,X,X,X
2020,71,b) 1,8927,9029,77111,76794,32,0.310,2587,25.101,20816,732,20084,0.953,27.106,19858,10193,9665,13.273,25.859,958,1.247,51.718,1852,1853,8055
2020,71,c) 2,7634,7732,66732,70058,364,4.400,1446,17.479,10254,1427,8827,2.037,14.637,16754,8083,8671,11.538,23.915,-6500,-9.278,29.273,1058,1062,6602
2020,71,d) 3,6610,6940,70489,72070,375,5.112,1165,15.883,11368,2031,9337,2.818,15.774,14629,6213,8416,8.621,20.298,-3261,-4.525,31.547,853,854,5235
2020,71,e) 4,5763,5992,57002,58959,294,4.663,921,14.606,8220,1478,6742,2.507,13.942,12256,5092,7164,8.637,20.787,-4036,-6.845,27.884,689,693,4361
2020,71,f) 5,4691,4893,52963,54958,254,4.930,773,15.002,7130,1708,5422,3.108,12.974,11154,5375,5779,9.780,20.296,-4024,-7.322,25.947,583,585,4272
2020,71,g) 6 to 10,15968,17260,216256,222874,1109,6.192,2408,13.445,28725,6700,22025,3.006,12.888,41951,17194,24757,7.715,18.823,-13226,-5.934,25.777,1667,1733,13864
2020,71,h) 11 to 15,10995,11932,183305,186127,529,4.287,1344,10.892,28307,11695,16612,6.283,15.208,33796,9815,23981,5.273,18.157,-5489,-2.949,30.417,866,873,6199
2020,71,i) 16 to 20,7759,8492,160853,163984,335,3.833,831,9.508,13922,1625,12297,0.991,8.490,20160,5079,15081,3.097,12.294,-6238,-3.804,16.980,512,522,3531
2020,71,j) 21 to 25,6566,7376,153311,154234,272,3.587,684,9.021,15939,4564,11375,2.959,10.334,17724,4591,13133,2.977,11.492,-1785,-1.157,20.669,379,380,2718
2020,71,k) 26+,13090,18798,566754,576206,768,4.043,1162,6.117,53388,13889,39499,2.410,9.265,71729,10922,60807,1.896,12.449,-18341,-3.183,18.531,604,605,5188
2020,71,l) Left Censored,9325,12820,792594,798368,201,1.549,512,3.946,52011,5929,46082,0.743,6.515,63870,8684,55186,1.088,8.000,-11859,-1.485,13.029,222,227,3182
2020,72,a) 0,50174,51017,582359,291180,51017,200.000,X,X,582359,582359,X,200.000,200.000,X,X,X,X,X,582359,200.000,X,X,X,X
2020,72,b) 1,41090,42240,553648,590745,343,0.724,10627,22.428,99029,6880,92149,1.165,16.763,173230,73821,99409,12.496,29.324,-74201,-12.561,33.527,8364,8383,58979
2020,72,c) 2,35707,36735,511832,541973,1172,2.968,6684,16.925,64318,10760,53558,1.985,11.867,124708,56616,68092,10.446,23.010,-60390,-11.143,23.735,5485,5493,47865
2020,72,d) 3,31907,33105,491938,515815,980,2.787,5108,14.524,57232,10465,46767,2.029,11.095,104775,45693,59082,8.858,20.313,-47543,-9.217,22.191,4143,4190,38615
2020,72,e) 4,28238,29723,460040,480872,917,2.923,4221,13.453,51349,10057,41292,2.091,10.678,92875,40344,52531,8.390,19.314,-41526,-8.636,21.357,3382,3430,34444
2020,72,f) 5,24333,26610,446157,467693,782,2.798,3462,12.386,44742,10395,34347,2.223,9.567,87703,34943,52760,7.471,18.752,-42961,-9.186,19.133,2768,2814,28855
2020,72,g) 6 to 10,89145,100263,1686246,1754077,2798,2.680,11052,10.587,162819,38234,124585,2.180,9.282,299066,113867,185199,6.492,17.050,-136247,-7.767,18.565,8493,8695,89621
2020,72,h) 11 to 15,62518,73953,1344624,1388167,1710,2.236,6788,8.874,124491,29664,94827,2.137,8.968,212358,74965,137393,5.400,15.298,-87867,-6.330,17.936,5026,5231,56898
2020,72,i) 16 to 20,37510,50385,1058134,1082025,1181,2.282,3913,7.561,94902,24560,70342,2.270,8.771,142609,44535,98074,4.116,13.180,-47707,-4.409,17.542,2646,2806,31056
2020,72,j) 21 to 25,27931,44473,1031578,1061395,1090,2.394,3198,7.024,79386,20136,59250,1.897,7.479,140084,41359,98725,3.897,13.198,-60698,-5.719,14.959,1890,2120,24859
2020,72,k) 26+,47984,104026,3032701,3071657,2400,2.275,5355,5.076,244935,57258,187677,1.864,7.974,322994,73340,249654,2.388,10.515,-78059,-2.541,15.948,2911,3301,38721
2020,72,l) Left Censored,13874,88006,3178112,3181175,2991,3.381,3912,4.422,316424,81465,234959,2.561,9.947,323242,88109,235133,2.770,10.161,-6818,-0.214,19.894,753,952,14735
2020,81,a) 0,43055,43674,159018,79509,43674,200.000,X,X,159018,159018,X,200.000,200.000,X,X,X,X,X,159018,200.000,X,X,X,X
2020,81,b) 1,32721,33083,150139,150877,130,0.347,8975,23.930,36580,2610,33970,1.730,24.245,37164,23128,14036,15.329,24.632,-584,-0.387,48.490,6452,6455,17728
2020,81,c) 2,29027,29622,143630,145655,1257,3.987,5065,16.066,26083,4086,21997,2.805,17.907,29863,15769,14094,10.826,20.503,-3780,-2.595,35.815,3721,3723,12356
2020,81,d) 3,26539,27117,133141,135819,1093,3.823,4034,14.111,20961,3447,17514,2.538,15.433,26214,12528,13686,9.224,19.301,-5253,-3.868,30.866,2808,2828,9527
2020,81,e) 4,24614,25214,127832,130405,931,3.533,3213,12.191,18929,3121,15808,2.393,14.516,23857,11173,12684,8.568,18.295,-4928,-3.779,29.031,2232,2249,8659
2020,81,f) 5,21243,21742,120896,123473,747,3.286,2726,11.992,17081,2998,14083,2.428,13.834,22430,10141,12289,8.213,18.166,-5349,-4.332,27.668,1892,1916,7953
2020,81,g) 6 to 10,83514,87250,534445,540793,2673,2.955,9069,10.027,69231,9950,59281,1.840,12.802,81254,32535,48719,6.016,15.025,-12023,-2.223,25.604,6236,6308,24094
2020,81,h) 11 to 15,67483,71661,450226,463365,2027,2.748,6239,8.458,47045,9026,38019,1.948,10.153,73897,29199,44698,6.302,15.948,-26852,-5.795,20.306,4166,4218,21839
2020,81,i) 16 to 20,50938,55336,393455,399709,1424,2.513,4065,7.175,36009,6698,29311,1.676,9.009,48290,15716,32574,3.932,12.081,-12281,-3.072,18.018,2576,2619,10030
2020,81,j) 21 to 25,45002,48961,379232,384194,962,1.917,3386,6.749,34198,3253,30945,0.847,8.901,44101,13496,30605,3.513,11.479,-9903,-2.578,17.802,2278,2313,9041
2020,81,k) 26+,131463,147639,1276751,1298461,2279,1.515,7915,5.261,88152,10301,77851,0.793,6.789,131713,31948,99765,2.460,10.144,-43561,-3.355,13.578,4999,5104,18583
2020,81,l) Left Censored,90074,121626,1746431,1770427,3246,2.627,7151,5.787,133604,30449,103155,1.720,7.546,179694,49854,129840,2.816,10.150,-46090,-2.603,15.093,2188,2210,10643
2021,11,a) 0,1532,1534,6493,3247,1534,200.000,X,X,6493,6493,X,200.000,200.000,X,X,X,X,X,6493,200.000,X,X,X,X
2021,11,b) 1,1117,1123,6305,6407,3,0.233,327,25.447,1534,41,1493,0.640,23.943,1746,1098,648,17.138,27.251,-212,-3.309,47.885,246,246,857
2021,11,c) 2,997,997,5332,5488,70,6.702,165,15.797,1099,159,940,2.897,20.026,1391,555,836,10.113,25.346,-292,-5.321,40.051,125,125,481
2021,11,d) 3,893,893,4641,4873,63,6.814,126,13.629,680,147,533,3.017,13.956,1098,410,688,8.415,22.535,-418,-8.579,27.912,79,79,274
2021,11,e) 4,842,904,4538,4427,72,7.869,94,10.273,1001,206,795,4.653,22.611,764,334,430,7.545,17.258,237,5.354,34.515,68,68,207
2021,11,f) 5,805,814,6004,5672,52,6.235,92,11.031,1439,154,1285,2.715,25.370,771,212,559,3.738,13.593,668,11.777,27.186,69,69,154
2021,11,g) 6 to 10,2827,2845,17545,18348,187,6.465,282,9.749,2672,590,2082,3.216,14.563,4238,1648,2590,8.982,23.098,-1566,-8.535,29.126,199,199,1433
2021,11,h) 11 to 15,2125,2132,14012,14424,98,4.497,192,8.811,1631,284,1347,1.969,11.308,2416,691,1725,4.791,16.750,-785,-5.442,22.615,147,147,549
2021,11,i) 16 to 20,1755,1821,15970,16199,88,4.770,136,7.371,1667,392,1275,2.420,10.291,2098,612,1486,3.778,12.952,-431,-2.661,20.582,95,95,447
2021,11,j) 21 to 25,1529,1560,16379,16588,61,3.836,121,7.610,1792,424,1368,2.556,10.803,2181,567,1614,3.418,13.148,-389,-2.345,21.606,77,77,293
2021,11,k) 26+,3236,3387,38578,39750,126,3.641,274,7.917,3093,816,2277,2.053,7.781,5453,916,4537,2.304,13.718,-2360,-5.937,15.562,195,195,574
2021,11,l) Left Censored,910,1282,28287,29859,30,2.286,91,6.933,1991,224,1767,0.750,6.668,5195,509,4686,1.705,17.399,-3204,-10.731,13.336,44,44,152
2021,21,a) 0,780,786,5488,2744,786,200.000,X,X,5488,5488,X,200.000,200.000,X,X,X,X,X,5488,200.000,X,X,X,X
2021,21,b) 1,766,788,7862,8551,6,0.654,264,28.790,1630,244,1386,2.854,19.063,2957,935,2022,10.935,34.583,-1327,-15.520,38.126,160,160,603
2021,21,c) 2,837,872,8501,9626,67,7.042,226,23.752,1344,262,1082,2.722,13.963,3555,1398,2157,14.524,36.933,-2211,-22.970,27.926,150,156,1231
2021,21,d) 3,668,683,9411,10448,38,5.149,148,20.054,1032,211,821,2.020,9.877,3092,626,2466,5.992,29.594,-2060,-19.717,19.755,108,108,505
2021,21,e) 4,562,598,9862,10662,39,6.220,97,15.470,1067,409,658,3.836,10.008,2654,484,2170,4.540,24.893,-1587,-14.885,20.016,66,66,341
2021,21,f) 5,470,509,9150,10218,25,4.604,93,17.127,929,64,865,0.626,9.092,3078,754,2324,7.379,30.125,-2149,-21.033,18.184,70,73,627
2021,21,g) 6 to 10,2493,2986,53429,64056,133,4.198,497,15.688,3783,1664,2119,2.598,5.906,24880,2977,21903,4.648,38.841,-21097,-32.936,11.812,324,336,2252
2021,21,h) 11 to 15,1821,2151,40695,47521,93,4.132,292,12.975,3520,785,2735,1.652,7.407,17160,3275,13885,6.892,36.111,-13640,-28.703,14.815,195,202,1969
2021,21,i) 16 to 20,1273,1486,26086,30311,38,2.413,216,13.714,1319,370,949,1.221,4.352,9663,2716,6947,8.961,31.880,-8344,-27.528,8.703,111,118,1566
2021,21,j) 21 to 25,957,1174,20896,24533,33,2.706,124,10.168,2077,197,1880,0.803,8.466,9513,2447,7066,9.975,38.777,-7436,-30.311,16.933,84,85,583
2021,21,k) 26+,2875,3778,78691,86485,102,2.602,385,9.823,4067,1447,2620,1.673,4.703,19820,4486,15334,5.187,22.917,-15753,-18.215,9.405,228,275,3385
2021,21,l) Left Censored,1458,5186,201801,217647,154,2.910,365,6.898,14804,4595,10209,2.111,6.802,46173,10112,36061,4.646,21.215,-31369,-14.413,13.604,65,65,808
2021,22,a) 0,348,359,2436,1218,359,200.000,X,X,2436,2436,X,200.000,200.000,X,X,X,X,X,2436,200.000,X,X,X,X
2021,22,b) 1,264,268,1927,1736,0,0.000,65,21.631,632,0,632,0.000,36.406,244,162,82,9.332,14.055,388,22.350,28.111,51,51,120
2021,22,c) 2,209,215,2276,2153,7,3.132,24,10.738,533,15,518,0.697,24.756,280,56,224,2.601,13.005,253,11.751,26.010,17,17,43
2021,22,d) 3,175,179,1027,1003,11,5.656,42,21.594,217,32,185,3.192,21.646,173,96,77,9.576,17.257,44,4.389,34.514,21,21,64
2021,22,e) 4,145,159,1942,1903,16,9.668,29,17.523,405,111,294,5.834,21.288,342,56,286,2.943,17.976,63,3.311,35.953,24,24,48
2021,22,f) 5,127,159,1369,1348,6,3.704,12,7.407,253,15,238,1.113,18.776,208,134,74,9.944,15.436,45,3.340,30.872,7,7,126
2021,22,g) 6 to 10,547,667,6463,6780,22,3.214,57,8.327,726,138,588,2.035,10.708,1404,681,723,10.044,20.708,-678,-10.000,21.416,42,42,646
2021,22,h) 11 to 15,393,576,9844,9951,29,4.962,46,7.870,759,97,662,0.975,7.627,954,332,622,3.336,9.587,-195,-1.960,15.255,27,27,212
2021,22,i) 16 to 20,377,529,8396,8408,24,4.486,36,6.729,695,174,521,2.069,8.266,719,321,398,3.818,8.551,-24,-0.285,16.532,20,20,197
2021,22,j) 21 to 25,318,558,11417,11363,16,2.837,28,4.965,631,107,524,0.942,5.553,508,223,285,1.963,4.471,123,1.083,8.942,12,12,84
2021,22,k) 26+,1057,1652,19672,19480,49,2.959,57,3.442,1867,401,1466,2.059,9.584,1487,341,1146,1.751,7.633,380,1.951,15.267,17,17,41
2021,22,l) Left Censored,1929,13785,564570,567929,722,5.276,522,3.814,32286,7109,25177,1.252,5.685,38614,8807,29807,1.551,6.799,-6328,-1.114,11.370,20,24,130
2021,23,a) 0,61045,61101,196008,98004,61101,200.000,X,X,196008,196008,X,200.000,200.000,X,X,X,X,X,196008,200.000,X,X,X,X
2021,23,b) 1,43469,43555,191454,194136,23,0.045,14115,27.895,53817,334,53483,0.172,27.721,57767,35285,22482,18.175,29.756,-3950,-2.035,55.443,9855,9856,25199
2021,23,c) 2,39645,39747,202910,200916,3192,7.670,6928,16.648,50283,9313,40970,4.635,25.027,46071,21791,24280,10.846,22.931,4212,2.096,45.861,4664,4664,14195
2021,23,d) 3,34787,34834,195823,196463,2545,7.056,5019,13.914,42610,7137,35473,3.633,21.689,43735,17980,25755,9.152,22.261,-1125,-0.573,43.377,3273,3273,11439
2021,23,e) 4,31015,31087,188344,187845,2164,6.766,3961,12.384,36698,6384,30314,3.399,19.536,35555,12250,23305,6.521,18.928,1143,0.608,37.856,2567,2567,8367
2021,23,f) 5,28022,28115,184728,185726,1898,6.576,3395,11.762,33306,5585,27721,3.007,17.933,35056,11692,23364,6.295,18.875,-1750,-0.942,35.866,2186,2195,8827
2021,23,g) 6 to 10,97239,97939,814224,819651,5694,5.691,9904,9.900,122903,20263,102640,2.472,14.995,133606,35944,97662,4.385,16.300,-10703,-1.306,29.989,6207,6215,24412
2021,23,h) 11 to 15,78100,79275,728010,740345,3920,4.849,7068,8.742,90922,15914,75008,2.150,12.281,115599,25045,90554,3.383,15.614,-24677,-3.333,24.562,4422,4436,17091
2021,23,i) 16 to 20,65646,66930,707215,721146,3091,4.527,5783,8.470,79942,15752,64190,2.184,11.085,108369,21030,87339,2.916,15.027,-28427,-3.942,22.171,3698,3708,13840
2021,23,j) 21 to 25,49282,50422,600276,618200,1934,3.748,4304,8.340,57198,9264,47934,1.499,9.252,92897,18999,73898,3.073,15.027,-35699,-5.775,18.505,2792,2798,10977
2021,23,k) 26+,96892,101604,1703778,1753652,3090,2.968,8126,7.804,149749,22965,126784,1.310,8.539,248452,37821,210631,2.157,14.168,-98703,-5.628,17.079,5682,5696,23463
2021,23,l) Left Censored,24981,32417,1366350,1410818,858,2.604,1916,5.816,121003,23204,97799,1.645,8.577,209166,24496,184670,1.736,14.826,-88163,-6.249,17.154,1066,1080,5639
2021,31-33,a) 0,11246,11331,86453,43227,11331,200.000,X,X,86453,86453,X,200.000,200.000,X,X,X,X,X,86453,200.000,X,X,X,X
2021,31-33,b) 1,9035,9133,89703,86156,62,0.609,2147,21.100,26696,2592,24104,3.008,30.986,19524,10315,9209,11.972,22.661,7172,8.324,45.322,1501,1509,7917
2021,31-33,c) 2,8652,8761,102718,101717,463,5.048,1285,14.010,22625,3996,18629,3.929,22.243,20222,7556,12666,7.428,19.881,2403,2.362,39.761,901,901,5331
2021,31-33,d) 3,7949,8157,104297,105574,369,4.335,1080,12.687,16687,2341,14346,2.217,15.806,19149,7424,11725,7.032,18.138,-2462,-2.332,31.612,747,748,5211
2021,31-33,e) 4,7591,7748,105561,105629,338,4.223,849,10.608,17736,2407,15329,2.279,16.791,18012,6408,11604,6.067,17.052,-276,-0.261,33.582,622,623,4931
2021,31-33,f) 5,7048,7188,97905,98958,303,4.070,817,10.974,15182,3099,12083,3.132,15.342,17350,5001,12349,5.054,17.533,-2168,-2.191,30.684,586,590,3751
2021,31-33,g) 6 to 10,27244,28099,455052,463146,952,3.283,2744,9.464,57251,10034,47217,2.166,12.361,73182,20861,52321,4.504,15.801,-15931,-3.440,24.723,1928,1949,15577
2021,31-33,h) 11 to 15,20928,22020,435467,447974,690,3.054,1832,8.109,40588,6643,33945,1.483,9.060,65850,15517,50333,3.464,14.700,-25262,-5.639,18.121,1237,1253,10652
